current_stock,running_stock,quantity,unit_price,transaction_cost,section_id,brand,supplier,location,manager,section_name,transaction_type,unit_of_measure,performed_by,transaction_date,stock_level
5,7,0,272.38,402.09,7,Brand A,Supplier Y,Depot 3,Manager 2,Section B,Purchase,Boxes,User2,2024-01-20,Very Low
5,6,0,906.58,433.55,8,Brand D,Supplier Z,Depot 2,Manager 3,Section C,Sale,Boxes,User1,2024-10-08,Very Low
20,19,11,134.35,348.13,7,Brand C,Supplier Z,Depot 3,Manager 3,Section B,Sale,Pieces,User1,2024-06-01,Low
10,1,3,268.2,140.73,15,Brand B,Supplier Y,Depot 3,Manager 2,Section C,Sale,Boxes,User2,2024-06-15,Very Low
44,46,21,913.55,406.57,7,Brand A,Supplier Y,Depot 1,Manager 3,Section C,Purchase,Boxes,User1,2024-03-20,Perfect
2,5,1,807.07,448.53,3,Brand A,Supplier Z,Depot 3,Manager 3,Section C,Return,Boxes,User1,2024-01-20,Very Low
53,60,35,948.46,419.78,12,Brand D,Supplier X,Depot 1,Manager 3,Section C,Return,Pieces,User1,2024-07-21,High
22,14,15,104.79,445.8,1,Brand B,Supplier Y,Depot 2,Manager 1,Section A,Purchase,Kg,User2,2024-01-16,Low
96,96,73,502.93,225.97,6,Brand B,Supplier X,Depot 1,Manager 1,Section A,Purchase,Boxes,User2,2024-06-15,Very High
12,11,7,219.09,120.11,5,Brand C,Supplier X,Depot 1,Manager 1,Section B,Sale,Pieces,User2,2024-10-11,Low
11,11,9,815.55,273.61,18,Brand D,Supplier Y,Depot 1,Manager 3,Section A,Purchase,Boxes,User2,2024-06-30,Low
32,49,17,23.95,487.97,20,Brand B,Supplier Z,Depot 2,Manager 2,Section B,Purchase,Pieces,User3,2024-01-11,Perfect
35,28,23,380.05,68.25,6,Brand A,Supplier Z,Depot 1,Manager 3,Section A,Sale,Boxes,User2,2024-03-10,Perfect
78,97,63,429.95,447.76,4,Brand C,Supplier X,Depot 2,Manager 1,Section C,Purchase,Boxes,User2,2024-06-20,Very High
12,13,12,233.22,425.64,16,Brand C,Supplier Y,Depot 2,Manager 2,Section B,Return,Kg,User3,2024-03-12,Low
24,21,13,53.2,237.52,13,Brand A,Supplier X,Depot 2,Manager 1,Section C,Return,Pieces,User2,2024-06-22,Low
50,29,19,78.77,250.33,10,Brand D,Supplier X,Depot 3,Manager 2,Section B,Return,Boxes,User2,2024-05-15,Perfect
18,17,15,25.69,378.84,20,Brand B,Supplier Z,Depot 1,Manager 1,Section A,Purchase,Kg,User3,2024-08-12,Low
8,9,1,996.49,288.68,3,Brand D,Supplier Y,Depot 1,Manager 1,Section A,Purchase,Boxes,User2,2024-09-24,Very Low
88,89,70,406.25,267.83,7,Brand D,Supplier X,Depot 1,Manager 1,Section B,Sale,Boxes,User2,2024-04-19,Very High
74,56,44,664.1,96.16,4,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Purchase,Boxes,User1,2024-10-01,High
44,30,18,856.35,284.74,19,Brand C,Supplier Y,Depot 1,Manager 1,Section B,Purchase,Boxes,User2,2024-04-04,Perfect
8,8,2,567.62,63.52,6,Brand A,Supplier Y,Depot 3,Manager 1,Section B,Return,Kg,User2,2024-09-13,Very Low
31,44,21,283.76,72.14,11,Brand B,Supplier Y,Depot 2,Manager 2,Section C,Sale,Kg,User2,2024-09-28,Perfect
38,48,20,405.07,407.07,4,Brand D,Supplier Z,Depot 2,Manager 2,Section C,Purchase,Pieces,User2,2024-08-25,Perfect
98,97,63,849.74,347.56,12,Brand A,Supplier Z,Depot 1,Manager 3,Section C,Sale,Kg,User3,2024-02-28,Very High
52,68,50,279.99,135.35,3,Brand C,Supplier Z,Depot 1,Manager 3,Section B,Purchase,Pieces,User3,2024-07-22,High
34,49,26,523.43,400.48,14,Brand D,Supplier Z,Depot 3,Manager 2,Section C,Purchase,Kg,User2,2024-05-24,Perfect
93,79,79,645.36,400.89,7,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Return,Pieces,User1,2024-12-21,Very High
88,89,56,380.83,193.97,9,Brand A,Supplier X,Depot 3,Manager 3,Section B,Purchase,Boxes,User2,2024-06-01,Very High
5,9,1,815.04,172.39,6,Brand D,Supplier Z,Depot 3,Manager 3,Section A,Return,Boxes,User3,2024-07-13,Very Low
74,57,41,58.52,389.39,8,Brand B,Supplier Y,Depot 2,Manager 2,Section B,Sale,Kg,User3,2024-05-02,High
36,30,25,303.85,87.81,5,Brand B,Supplier Y,Depot 2,Manager 2,Section B,Purchase,Boxes,User3,2024-12-03,Perfect
93,87,58,499.61,95.98,12,Brand D,Supplier Y,Depot 2,Manager 1,Section B,Purchase,Kg,User3,2024-02-16,Very High
12,21,11,964.64,199.63,10,Brand B,Supplier Z,Depot 1,Manager 2,Section C,Sale,Kg,User3,2024-03-01,Low
78,91,69,375.85,123.31,6,Brand C,Supplier Y,Depot 2,Manager 3,Section B,Return,Boxes,User2,2024-11-14,Very High
3,1,1,709.36,266.99,18,Brand A,Supplier Y,Depot 1,Manager 3,Section B,Sale,Pieces,User1,2024-10-27,Very Low
28,34,18,396.56,303.49,15,Brand A,Supplier Z,Depot 3,Manager 2,Section A,Sale,Pieces,User1,2024-09-10,Perfect
10,4,4,931.41,349.62,20,Brand B,Supplier X,Depot 1,Manager 1,Section B,Sale,Pieces,User2,2024-12-12,Very Low
40,35,30,391.65,167.17,18,Brand B,Supplier Y,Depot 2,Manager 2,Section C,Sale,Boxes,User3,2024-12-24,Perfect
9,0,5,572.26,10.63,1,Brand B,Supplier Y,Depot 2,Manager 2,Section B,Sale,Pieces,User3,2024-06-22,Very Low
9,10,4,130.93,401.09,9,Brand A,Supplier X,Depot 3,Manager 2,Section A,Sale,Boxes,User3,2024-06-28,Very Low
46,26,27,786.89,49.08,13,Brand D,Supplier X,Depot 2,Manager 1,Section C,Sale,Kg,User2,2024-02-14,Perfect
3,8,5,404.26,284.38,20,Brand B,Supplier Y,Depot 3,Manager 3,Section B,Purchase,Pieces,User3,2024-09-15,Very Low
32,43,27,776.36,35.52,13,Brand C,Supplier Y,Depot 1,Manager 1,Section C,Return,Boxes,User1,2024-09-25,Perfect
77,84,57,194.11,108.2,2,Brand B,Supplier X,Depot 2,Manager 2,Section C,Purchase,Kg,User3,2024-11-17,Very High
63,73,39,200.81,71.19,6,Brand A,Supplier Z,Depot 2,Manager 1,Section C,Sale,Kg,User3,2024-02-29,High
48,38,20,631.15,80.23,20,Brand D,Supplier X,Depot 1,Manager 3,Section B,Sale,Pieces,User2,2024-12-05,Perfect
52,73,42,890.12,208.44,10,Brand D,Supplier Y,Depot 1,Manager 1,Section B,Sale,Boxes,User2,2024-12-20,High
0,3,3,201.03,82.51,13,Brand A,Supplier Z,Depot 2,Manager 2,Section C,Purchase,Boxes,User3,2024-04-29,Very Low
13,20,14,428.22,299.03,7,Brand B,Supplier X,Depot 2,Manager 3,Section C,Return,Boxes,User1,2024-12-17,Low
92,98,57,580.25,29.73,6,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Return,Pieces,User1,2024-11-21,Very High
13,23,14,597.37,313.65,15,Brand B,Supplier Y,Depot 1,Manager 3,Section B,Return,Pieces,User3,2024-08-15,Low
95,76,52,605.89,368.71,9,Brand C,Supplier Y,Depot 1,Manager 1,Section A,Sale,Boxes,User3,2024-03-28,Very High
1,1,5,642.3,64.08,7,Brand C,Supplier Y,Depot 2,Manager 1,Section C,Purchase,Pieces,User1,2024-01-21,Very Low
48,29,23,658.33,284.14,15,Brand C,Supplier X,Depot 3,Manager 2,Section C,Return,Boxes,User1,2024-06-20,Perfect
5,8,3,223.6,400.77,9,Brand C,Supplier Y,Depot 2,Manager 3,Section A,Return,Kg,User2,2024-05-10,Very Low
56,56,31,376.16,99.12,3,Brand A,Supplier Y,Depot 2,Manager 3,Section B,Sale,Pieces,User3,2024-08-21,High
87,93,68,985.88,214.94,18,Brand A,Supplier X,Depot 1,Manager 2,Section C,Purchase,Boxes,User2,2024-03-24,Very High
28,44,20,887.62,40.54,12,Brand D,Supplier X,Depot 2,Manager 1,Section B,Sale,Pieces,User3,2024-11-11,Perfect
82,90,73,580.47,247.9,11,Brand A,Supplier Y,Depot 1,Manager 2,Section B,Sale,Boxes,User3,2024-10-29,Very High
14,14,15,105.39,415.5,1,Brand A,Supplier Z,Depot 1,Manager 1,Section A,Return,Pieces,User2,2024-03-05,Low
8,7,5,652.2,68.65,15,Brand B,Supplier Z,Depot 3,Manager 1,Section C,Sale,Kg,User2,2024-11-07,Very Low
79,82,62,969.93,354.89,20,Brand C,Supplier X,Depot 1,Manager 3,Section A,Sale,Kg,User2,2024-02-16,Very High
90,87,76,842.8,111.82,8,Brand C,Supplier Y,Depot 2,Manager 2,Section A,Sale,Pieces,User3,2024-06-16,Very High
79,90,61,754.13,200.64,10,Brand A,Supplier Y,Depot 3,Manager 1,Section A,Purchase,Boxes,User1,2024-02-03,Very High
92,93,76,440.93,204.07,7,Brand A,Supplier Z,Depot 3,Manager 2,Section C,Purchase,Kg,User2,2024-08-13,Very High
24,17,9,549.47,409.51,13,Brand A,Supplier Z,Depot 2,Manager 3,Section C,Sale,Pieces,User2,2024-09-12,Low
22,24,15,622.36,140.9,7,Brand A,Supplier Y,Depot 3,Manager 3,Section B,Return,Boxes,User2,2024-03-10,Low
73,65,33,86.37,348.43,12,Brand B,Supplier X,Depot 3,Manager 3,Section A,Return,Boxes,User2,2024-03-01,High
34,28,20,155.41,27.37,5,Brand D,Supplier Z,Depot 3,Manager 2,Section C,Purchase,Kg,User1,2024-03-21,Perfect
83,85,57,716.07,147.89,1,Brand A,Supplier X,Depot 3,Manager 3,Section A,Sale,Pieces,User2,2024-04-24,Very High
74,72,37,193.95,422.25,3,Brand A,Supplier Y,Depot 1,Manager 3,Section A,Sale,Pieces,User1,2024-01-05,High
9,10,1,709.04,484.93,1,Brand B,Supplier Y,Depot 3,Manager 3,Section B,Purchase,Boxes,User2,2024-03-17,Very Low
52,61,34,681.88,315.53,15,Brand C,Supplier Z,Depot 3,Manager 1,Section B,Return,Boxes,User3,2024-10-11,High
81,76,52,800.06,124.89,3,Brand C,Supplier Y,Depot 3,Manager 3,Section B,Return,Kg,User2,2024-07-20,Very High
86,81,63,29.03,361.56,17,Brand B,Supplier Y,Depot 3,Manager 3,Section A,Sale,Pieces,User2,2024-07-13,Very High
8,5,5,773.65,258.94,20,Brand D,Supplier Y,Depot 2,Manager 2,Section A,Purchase,Pieces,User1,2024-02-28,Very Low
64,59,50,843.58,24.1,1,Brand A,Supplier Z,Depot 3,Manager 3,Section B,Sale,Pieces,User1,2024-02-05,High
36,44,28,422.79,69.98,8,Brand C,Supplier Z,Depot 3,Manager 2,Section A,Return,Pieces,User3,2024-11-10,Perfect
56,55,45,792.89,104.27,3,Brand B,Supplier Y,Depot 3,Manager 2,Section C,Purchase,Boxes,User1,2024-04-06,High
90,99,63,415.15,270.53,3,Brand D,Supplier X,Depot 3,Manager 2,Section A,Purchase,Boxes,User2,2024-10-19,Very High
14,18,15,591.61,350.93,16,Brand C,Supplier X,Depot 1,Manager 3,Section A,Purchase,Pieces,User1,2024-01-29,Low
26,48,28,919.49,495.54,14,Brand A,Supplier Z,Depot 1,Manager 3,Section C,Return,Boxes,User2,2024-06-11,Perfect
74,62,44,523.01,73.86,7,Brand D,Supplier X,Depot 1,Manager 3,Section B,Purchase,Pieces,User2,2024-06-30,High
6,2,0,684.96,345.71,10,Brand B,Supplier Z,Depot 3,Manager 3,Section C,Sale,Kg,User2,2024-01-20,Very Low
93,99,66,71.7,11.49,1,Brand A,Supplier Y,Depot 3,Manager 3,Section C,Sale,Kg,User1,2024-06-15,Very High
6,4,4,655.95,31.19,6,Brand C,Supplier Y,Depot 2,Manager 2,Section A,Sale,Pieces,User2,2024-02-28,Very Low
63,75,34,163.08,35.81,8,Brand D,Supplier Y,Depot 1,Manager 3,Section A,Purchase,Boxes,User2,2024-04-21,High
18,23,7,767.03,128.82,14,Brand C,Supplier Z,Depot 1,Manager 2,Section C,Sale,Kg,User1,2024-06-25,Low
56,65,36,456.8,431.73,14,Brand C,Supplier Y,Depot 2,Manager 1,Section B,Return,Pieces,User1,2024-08-17,High
29,40,22,455.11,447.87,5,Brand B,Supplier X,Depot 3,Manager 1,Section C,Purchase,Kg,User1,2024-08-20,Perfect
66,53,36,188.52,7.67,5,Brand D,Supplier Y,Depot 2,Manager 3,Section C,Sale,Boxes,User2,2024-06-01,High
46,34,19,189.36,68.4,2,Brand C,Supplier Z,Depot 1,Manager 1,Section A,Purchase,Pieces,User3,2024-06-24,Perfect
55,67,34,173.93,434.48,4,Brand A,Supplier X,Depot 1,Manager 2,Section A,Purchase,Pieces,User2,2024-04-28,High
70,70,42,876.08,462.57,4,Brand B,Supplier X,Depot 1,Manager 2,Section C,Return,Pieces,User2,2024-02-10,High
54,69,39,348.76,215.75,15,Brand D,Supplier X,Depot 1,Manager 3,Section C,Purchase,Boxes,User3,2024-10-23,High
22,22,15,812.85,376.34,1,Brand A,Supplier Z,Depot 3,Manager 2,Section A,Purchase,Boxes,User1,2024-11-08,Low
100,81,79,889.54,329.38,14,Brand B,Supplier X,Depot 2,Manager 1,Section A,Return,Pieces,User3,2024-10-26,Very High
2,3,5,796.34,218.25,20,Brand A,Supplier X,Depot 1,Manager 1,Section C,Sale,Boxes,User2,2024-08-11,Very Low
13,14,14,267.58,220.17,17,Brand A,Supplier Z,Depot 3,Manager 3,Section B,Return,Boxes,User2,2024-06-05,Low
24,16,7,629.72,424.21,7,Brand D,Supplier Y,Depot 2,Manager 1,Section A,Purchase,Kg,User1,2024-04-28,Low
54,64,48,679.85,12.67,18,Brand A,Supplier Y,Depot 2,Manager 1,Section C,Sale,Pieces,User3,2024-11-15,High
96,93,58,385.08,13.86,18,Brand B,Supplier Y,Depot 3,Manager 2,Section B,Return,Pieces,User1,2024-10-22,Very High
13,12,13,736.59,447.37,14,Brand B,Supplier Y,Depot 2,Manager 2,Section C,Sale,Kg,User3,2024-01-02,Low
12,11,7,139.24,354.52,1,Brand C,Supplier Y,Depot 2,Manager 3,Section B,Purchase,Kg,User2,2024-03-16,Low
53,73,50,174.6,484.92,7,Brand D,Supplier Z,Depot 2,Manager 1,Section C,Sale,Kg,User3,2024-10-20,High
64,59,40,628.98,93.55,9,Brand B,Supplier X,Depot 3,Manager 2,Section B,Sale,Boxes,User2,2024-04-30,High
2,8,2,416.18,276.59,12,Brand B,Supplier Y,Depot 3,Manager 3,Section A,Sale,Kg,User2,2024-11-04,Very Low
32,31,26,23.31,295.51,10,Brand C,Supplier X,Depot 3,Manager 2,Section B,Return,Boxes,User2,2024-09-14,Perfect
46,39,22,812.26,468.91,17,Brand C,Supplier Y,Depot 1,Manager 3,Section A,Return,Boxes,User3,2024-02-24,Perfect
39,40,20,665.9,63.06,17,Brand B,Supplier Y,Depot 2,Manager 3,Section A,Purchase,Kg,User2,2024-11-18,Perfect
49,32,27,829.41,113.72,5,Brand B,Supplier Y,Depot 1,Manager 3,Section C,Return,Kg,User1,2024-06-28,Perfect
73,56,47,998.89,295.87,19,Brand D,Supplier Y,Depot 1,Manager 3,Section C,Return,Boxes,User2,2024-02-24,High
29,29,27,809.7,170.17,10,Brand A,Supplier Z,Depot 2,Manager 1,Section A,Return,Kg,User1,2024-05-25,Perfect
8,2,0,77.54,410.53,9,Brand C,Supplier Z,Depot 3,Manager 3,Section A,Return,Boxes,User1,2024-10-18,Very Low
9,1,0,297.57,363.61,10,Brand D,Supplier Y,Depot 2,Manager 1,Section A,Purchase,Boxes,User1,2024-05-28,Very Low
44,44,20,443.99,104.93,3,Brand D,Supplier X,Depot 1,Manager 2,Section C,Sale,Kg,User3,2024-03-26,Perfect
40,40,24,875.13,333.08,6,Brand D,Supplier Y,Depot 1,Manager 3,Section A,Purchase,Boxes,User3,2024-03-06,Perfect
18,23,15,913.51,108.4,20,Brand B,Supplier Y,Depot 2,Manager 1,Section B,Return,Pieces,User2,2024-04-15,Low
75,66,34,215.9,84.11,7,Brand B,Supplier X,Depot 2,Manager 3,Section B,Purchase,Pieces,User3,2024-01-07,High
49,48,26,206.37,185.98,16,Brand A,Supplier X,Depot 2,Manager 2,Section A,Return,Boxes,User3,2024-07-10,Perfect
66,64,32,933.84,218.44,11,Brand A,Supplier Z,Depot 3,Manager 3,Section C,Sale,Kg,User3,2024-07-24,High
56,64,31,303.14,304.13,1,Brand C,Supplier Z,Depot 3,Manager 1,Section B,Return,Boxes,User1,2024-05-25,High
19,15,8,531.3,203.85,2,Brand B,Supplier X,Depot 2,Manager 2,Section A,Purchase,Boxes,User2,2024-06-24,Low
21,19,11,314.72,202.9,8,Brand A,Supplier Y,Depot 2,Manager 2,Section A,Purchase,Kg,User3,2024-08-23,Low
39,29,18,770.31,260.15,10,Brand C,Supplier Z,Depot 3,Manager 1,Section B,Purchase,Boxes,User2,2024-02-05,Perfect
64,71,39,879.73,97.64,12,Brand A,Supplier Y,Depot 2,Manager 3,Section C,Purchase,Kg,User2,2024-03-17,High
70,68,37,909.05,451.28,5,Brand B,Supplier X,Depot 2,Manager 2,Section B,Return,Boxes,User3,2024-06-22,High
40,46,24,613.63,335.53,4,Brand B,Supplier Y,Depot 3,Manager 3,Section C,Purchase,Pieces,User2,2024-04-01,Perfect
99,90,61,962.64,476.38,4,Brand A,Supplier Y,Depot 1,Manager 1,Section A,Purchase,Pieces,User2,2024-11-05,Very High
94,91,65,919.41,202.2,17,Brand A,Supplier X,Depot 2,Manager 2,Section B,Sale,Pieces,User1,2024-12-26,Very High
74,73,34,603.42,217.05,13,Brand D,Supplier Y,Depot 3,Manager 3,Section A,Purchase,Boxes,User2,2024-03-26,High
39,47,27,389.44,28.51,10,Brand C,Supplier Y,Depot 3,Manager 1,Section A,Return,Kg,User2,2024-07-24,Perfect
72,60,36,924.66,194.18,11,Brand A,Supplier X,Depot 2,Manager 2,Section C,Sale,Kg,User1,2024-11-13,High
43,33,20,240.12,252.66,4,Brand B,Supplier X,Depot 3,Manager 2,Section B,Return,Kg,User3,2024-04-14,Perfect
82,92,70,432.98,390.26,1,Brand B,Supplier X,Depot 1,Manager 2,Section A,Return,Pieces,User2,2024-09-29,Very High
44,44,25,656.11,370.95,13,Brand D,Supplier Z,Depot 2,Manager 2,Section C,Sale,Boxes,User3,2024-04-24,Perfect
72,69,36,853.54,51.69,6,Brand A,Supplier X,Depot 3,Manager 2,Section A,Purchase,Boxes,User2,2024-03-21,High
83,96,62,585.25,353.35,10,Brand D,Supplier X,Depot 2,Manager 3,Section A,Sale,Pieces,User1,2024-07-08,Very High
19,23,8,551.57,310.46,19,Brand D,Supplier X,Depot 3,Manager 1,Section A,Return,Kg,User2,2024-11-03,Low
57,57,49,235.33,321.94,8,Brand D,Supplier Z,Depot 1,Manager 2,Section B,Purchase,Kg,User2,2024-07-06,High
87,90,78,953.85,155.8,12,Brand D,Supplier Z,Depot 2,Manager 1,Section C,Purchase,Kg,User3,2024-03-15,Very High
89,95,57,542.8,192.75,2,Brand B,Supplier Y,Depot 2,Manager 1,Section C,Return,Kg,User3,2024-09-19,Very High
23,17,11,166.24,99.35,17,Brand D,Supplier Z,Depot 1,Manager 3,Section B,Sale,Kg,User2,2024-09-28,Low
25,15,12,978.63,271.51,20,Brand C,Supplier X,Depot 3,Manager 3,Section C,Sale,Boxes,User3,2024-10-01,Low
20,17,8,834.8,386.37,4,Brand D,Supplier Z,Depot 1,Manager 3,Section B,Return,Kg,User2,2024-07-27,Low
1,3,5,303.05,434.38,6,Brand B,Supplier X,Depot 2,Manager 3,Section A,Return,Boxes,User1,2024-05-28,Very Low
5,5,2,481.02,187.27,13,Brand C,Supplier Z,Depot 1,Manager 2,Section B,Return,Kg,User3,2024-10-08,Very Low
48,31,19,447.64,189.12,14,Brand D,Supplier X,Depot 2,Manager 3,Section A,Sale,Boxes,User2,2024-08-01,Perfect
96,100,70,29.65,222.54,1,Brand B,Supplier Y,Depot 1,Manager 3,Section B,Sale,Kg,User3,2024-12-24,Very High
53,52,32,134.78,159.59,6,Brand A,Supplier X,Depot 1,Manager 3,Section C,Sale,Boxes,User2,2024-12-12,High
13,16,10,643.66,261.18,13,Brand D,Supplier Z,Depot 2,Manager 2,Section A,Purchase,Pieces,User1,2024-03-10,Low
83,90,79,297.18,491.42,17,Brand A,Supplier Z,Depot 3,Manager 2,Section A,Purchase,Kg,User3,2024-10-12,Very High
96,81,79,843.28,319.32,8,Brand B,Supplier Z,Depot 2,Manager 3,Section A,Purchase,Pieces,User3,2024-06-16,Very High
30,27,27,31.07,486.07,10,Brand C,Supplier Y,Depot 3,Manager 1,Section A,Return,Pieces,User2,2024-11-07,Perfect
88,79,60,955.28,290.15,5,Brand A,Supplier Z,Depot 2,Manager 1,Section A,Sale,Kg,User1,2024-05-27,Very High
41,34,30,539.66,477.77,4,Brand D,Supplier X,Depot 3,Manager 2,Section A,Sale,Boxes,User1,2024-02-24,Perfect
92,91,52,148.52,241.59,20,Brand A,Supplier X,Depot 2,Manager 3,Section B,Return,Pieces,User2,2024-05-27,Very High
11,21,8,607.45,488.35,2,Brand A,Supplier Y,Depot 2,Manager 3,Section B,Return,Pieces,User3,2024-04-06,Low
59,70,42,892.45,355.45,16,Brand A,Supplier Z,Depot 1,Manager 2,Section A,Sale,Kg,User1,2024-01-16,High
87,85,57,359.08,40.45,14,Brand C,Supplier X,Depot 1,Manager 2,Section A,Purchase,Pieces,User2,2024-10-07,Very High
11,18,14,201.14,227.44,1,Brand C,Supplier X,Depot 3,Manager 2,Section A,Sale,Pieces,User2,2024-06-29,Low
28,38,27,163.4,85.86,4,Brand A,Supplier Y,Depot 3,Manager 1,Section C,Purchase,Pieces,User1,2024-03-15,Perfect
25,11,9,326.49,151.19,7,Brand B,Supplier Y,Depot 3,Manager 3,Section A,Purchase,Boxes,User2,2024-04-17,Low
31,41,24,300.59,126.2,11,Brand D,Supplier X,Depot 1,Manager 1,Section C,Sale,Kg,User1,2024-08-11,Perfect
5,8,4,714.03,109.21,3,Brand D,Supplier X,Depot 3,Manager 2,Section A,Sale,Kg,User2,2024-03-23,Very Low
22,21,8,628.87,435.39,2,Brand B,Supplier X,Depot 2,Manager 1,Section C,Purchase,Kg,User3,2024-12-11,Low
12,18,10,537.97,108.99,14,Brand B,Supplier Y,Depot 3,Manager 3,Section B,Sale,Pieces,User3,2024-01-08,Low
20,23,6,97.4,458.59,4,Brand B,Supplier Y,Depot 2,Manager 2,Section B,Sale,Boxes,User3,2024-04-14,Low
6,2,1,631.87,191.85,14,Brand D,Supplier Y,Depot 3,Manager 2,Section B,Return,Pieces,User2,2024-05-03,Very Low
63,67,43,917.48,255.13,15,Brand D,Supplier Y,Depot 1,Manager 2,Section A,Return,Kg,User3,2024-10-08,High
4,8,5,71.61,133.09,9,Brand A,Supplier X,Depot 1,Manager 2,Section B,Sale,Kg,User3,2024-06-13,Very Low
20,15,9,200.48,107.46,5,Brand A,Supplier X,Depot 2,Manager 2,Section B,Purchase,Kg,User3,2024-07-18,Low
87,83,52,361.35,423.14,15,Brand D,Supplier X,Depot 2,Manager 3,Section A,Return,Pieces,User2,2024-08-11,Very High
2,7,1,330.78,307.91,10,Brand B,Supplier Y,Depot 1,Manager 3,Section C,Return,Pieces,User2,2024-02-10,Very Low
43,45,17,74.0,203.74,13,Brand B,Supplier X,Depot 2,Manager 1,Section C,Return,Pieces,User1,2024-11-20,Perfect
22,13,13,952.27,153.26,17,Brand B,Supplier Y,Depot 3,Manager 2,Section C,Sale,Boxes,User2,2024-10-02,Low
20,24,10,101.3,356.19,18,Brand C,Supplier X,Depot 3,Manager 1,Section B,Return,Kg,User1,2024-10-10,Low
28,30,16,925.79,20.81,8,Brand B,Supplier X,Depot 3,Manager 1,Section B,Purchase,Pieces,User2,2024-02-16,Perfect
9,6,4,643.34,447.02,13,Brand C,Supplier Y,Depot 3,Manager 3,Section B,Return,Boxes,User1,2024-01-01,Very Low
54,55,31,770.72,351.48,15,Brand D,Supplier Z,Depot 3,Manager 1,Section B,Sale,Boxes,User3,2024-08-29,High
22,24,9,660.59,373.54,14,Brand B,Supplier Y,Depot 2,Manager 2,Section C,Return,Kg,User2,2024-10-09,Low
36,50,19,854.43,155.07,9,Brand B,Supplier X,Depot 1,Manager 2,Section C,Sale,Pieces,User1,2024-07-23,Perfect
7,8,5,439.59,471.98,1,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Return,Kg,User1,2024-04-08,Very Low
33,42,28,125.12,81.06,6,Brand D,Supplier Z,Depot 3,Manager 1,Section A,Return,Pieces,User2,2024-04-01,Perfect
18,21,13,619.44,446.19,3,Brand D,Supplier X,Depot 2,Manager 2,Section C,Return,Pieces,User2,2024-03-07,Low
79,77,64,223.94,337.79,9,Brand B,Supplier Y,Depot 3,Manager 1,Section A,Sale,Pieces,User3,2024-11-18,Very High
12,18,13,689.0,223.86,5,Brand D,Supplier X,Depot 3,Manager 3,Section B,Sale,Pieces,User1,2024-12-01,Low
28,48,16,145.13,59.1,14,Brand C,Supplier X,Depot 1,Manager 1,Section B,Sale,Kg,User1,2024-07-10,Perfect
4,10,0,706.35,361.08,5,Brand A,Supplier Z,Depot 2,Manager 2,Section A,Purchase,Kg,User1,2024-06-12,Very Low
91,97,70,715.72,90.52,6,Brand B,Supplier Z,Depot 2,Manager 1,Section B,Return,Pieces,User3,2024-01-29,Very High
12,24,12,366.72,239.02,19,Brand B,Supplier X,Depot 3,Manager 3,Section A,Sale,Kg,User1,2024-03-28,Low
59,64,48,834.94,477.76,15,Brand C,Supplier Z,Depot 3,Manager 2,Section B,Purchase,Kg,User3,2024-11-06,High
15,25,6,983.7,163.59,19,Brand B,Supplier Z,Depot 1,Manager 3,Section C,Return,Pieces,User2,2024-10-31,Low
23,13,12,274.44,458.07,9,Brand B,Supplier Y,Depot 1,Manager 2,Section C,Purchase,Boxes,User3,2024-03-26,Low
46,42,26,853.32,146.57,2,Brand D,Supplier Z,Depot 3,Manager 1,Section B,Sale,Kg,User2,2024-09-11,Perfect
57,51,36,550.19,438.05,16,Brand D,Supplier Y,Depot 3,Manager 1,Section C,Return,Boxes,User1,2024-03-02,High
94,76,76,840.59,446.28,17,Brand C,Supplier Y,Depot 2,Manager 2,Section A,Purchase,Kg,User1,2024-05-15,Very High
16,14,15,336.12,107.44,12,Brand B,Supplier Y,Depot 1,Manager 1,Section B,Return,Boxes,User2,2024-12-27,Low
84,89,80,160.87,220.92,9,Brand D,Supplier Y,Depot 1,Manager 3,Section B,Return,Kg,User1,2024-10-06,Very High
86,90,64,66.47,7.65,6,Brand B,Supplier X,Depot 1,Manager 3,Section C,Return,Kg,User1,2024-04-07,Very High
38,32,24,51.21,322.87,20,Brand B,Supplier X,Depot 1,Manager 2,Section A,Sale,Pieces,User1,2024-04-09,Perfect
11,20,14,613.06,220.5,11,Brand B,Supplier Z,Depot 3,Manager 1,Section A,Return,Pieces,User1,2024-08-16,Low
71,72,32,851.13,123.02,1,Brand D,Supplier X,Depot 1,Manager 2,Section C,Purchase,Pieces,User1,2024-01-10,High
22,19,13,298.55,163.85,3,Brand C,Supplier Y,Depot 3,Manager 2,Section A,Sale,Kg,User3,2024-12-31,Low
30,49,20,904.76,237.06,1,Brand C,Supplier Z,Depot 1,Manager 3,Section C,Purchase,Boxes,User3,2024-01-07,Perfect
95,79,80,427.25,66.91,18,Brand D,Supplier Z,Depot 3,Manager 3,Section C,Sale,Pieces,User2,2024-01-24,Very High
55,52,49,137.32,400.9,15,Brand C,Supplier Y,Depot 3,Manager 2,Section C,Return,Kg,User2,2024-12-15,High
4,7,4,558.14,152.72,9,Brand C,Supplier X,Depot 1,Manager 1,Section A,Purchase,Pieces,User2,2024-06-20,Very Low
